,id,status_group
29720,67693,non functional
32711,49217,non functional
4982,5452,functional needs repair
5930,30622,functional
17008,17044,functional
37755,3987,non functional
18987,19099,non functional
45067,70107,functional
28774,31344,functional
4308,49253,functional
25722,65868,non functional
12227,45587,functional
33592,2460,functional
25968,57039,functional
24475,34607,functional
11668,29573,functional needs repair
3660,40771,non functional
34197,12963,functional needs repair
43769,13545,functional
50043,34000,non functional
52497,23329,non functional
7449,52782,functional
51076,43506,functional
1974,34123,functional
2818,6363,functional
34500,27705,functional
6878,46821,functional
26700,25310,functional needs repair
11959,60566,functional
27230,57223,non functional
45034,7458,functional
8537,40205,non functional
39156,64570,functional
54075,21196,non functional
24248,7618,functional
38854,47951,functional
11985,24916,functional
56566,68139,non functional
38555,45758,functional
19768,28994,functional
13139,39576,non functional
24989,8578,non functional
32387,37962,non functional
15910,30815,non functional
25955,29092,non functional
46919,16929,functional
28701,58162,functional
42386,5393,functional
49163,51070,functional
57711,13722,functional
39520,33007,non functional
21146,37708,non functional
4067,48576,functional
32453,19912,functional
6695,60336,non functional
47576,13291,functional
55290,7076,functional
8833,72382,functional
26811,59885,functional
14166,64340,functional needs repair
58039,55222,non functional
39271,38741,functional
50107,26057,non functional
21258,70935,functional needs repair
56885,46408,functional needs repair
38271,50275,non functional
11731,45112,functional
54718,48516,functional
12514,1559,functional
24498,61751,functional
51500,6658,functional
31531,51972,functional
15913,17478,functional
31280,71189,non functional
21626,36600,non functional
34940,34857,functional needs repair
47940,71913,non functional
36749,18021,non functional
4645,66262,functional
16699,1129,non functional
56201,14124,non functional
21377,27949,functional
22697,46188,non functional
29045,15882,non functional
15599,4232,functional
44974,32058,functional
7945,50556,non functional
54640,21237,non functional
38868,61784,functional
32521,33534,functional
53333,7024,functional
6022,40143,functional needs repair
58558,46083,functional needs repair
2941,63752,non functional
12988,73306,functional
13308,54612,functional needs repair
10032,65488,functional
525,21927,non functional
44503,67174,non functional
55682,29335,functional
22049,52960,non functional
29131,33624,non functional
34823,37705,functional
55857,56053,functional needs repair
23924,36476,non functional
22587,72848,non functional
6885,32270,functional
52067,68949,functional
9615,28499,non functional
38879,42505,functional needs repair
12307,11679,functional
39536,40452,functional
48564,30115,non functional
32226,54405,non functional
36288,15705,functional
24624,52725,functional
52706,22149,functional
16747,18203,non functional
34676,45552,non functional
55561,57557,functional
57200,22302,functional
11573,38394,functional
3571,65695,non functional
15377,55202,functional
7237,49995,functional
37094,1154,non functional
43221,41010,functional
36668,28951,functional
58388,34054,non functional
45705,74170,functional needs repair
20827,23372,functional
11308,46628,functional
5408,15798,functional
30395,45553,functional
48797,42425,functional
35989,33127,non functional
27473,31703,non functional
36909,74046,functional
23531,18201,functional
10692,38666,functional
55624,48153,non functional
15335,63256,functional
8675,12466,non functional
38965,65434,non functional
33880,36508,functional
3257,9423,functional
52785,48953,functional
52682,1134,non functional
23336,28812,non functional
46601,57234,non functional
12069,52502,functional
43284,71418,non functional
36895,51773,non functional
13768,1418,functional
27975,28865,functional
8408,16090,non functional
38487,40529,functional
9758,69712,functional
1548,11198,non functional
34329,66144,functional
7335,37343,functional
46180,34601,functional
43781,11784,functional
32052,20755,functional
1776,3711,functional
3985,16510,non functional
35053,61427,functional
57608,11382,functional
11973,59558,non functional
46562,17082,non functional
13603,59906,functional
14668,51367,functional
52092,15709,functional
15813,5321,functional
23800,51478,functional
57221,12342,functional
15346,39406,non functional
33989,26942,non functional
40396,35696,functional
48329,65578,non functional
50955,25531,non functional
8117,73430,functional needs repair
34116,37089,functional
48221,44389,functional needs repair
17397,9512,functional
56324,64400,functional
11038,55646,non functional
30165,45929,functional
28796,5404,non functional
37922,48462,functional
57480,9077,functional
35957,53588,functional
5964,14557,functional
12814,6548,functional needs repair
28915,49381,non functional
8906,39149,functional
36834,9114,functional
22683,57955,non functional
38080,62675,non functional
13393,27861,non functional
25535,64931,functional
31505,50953,functional
57851,38660,non functional
7874,44974,functional
18507,49735,functional
33371,28567,functional
39855,71962,functional
34787,26400,non functional
9810,31589,functional
22285,53714,non functional
48790,30493,functional
30230,57765,functional
36917,64217,functional
21269,24285,functional
58153,20679,non functional
21523,72575,functional
13216,16201,functional
7814,37007,non functional
24593,17736,functional
23093,29612,functional
24137,69245,non functional
9274,68299,functional
8409,52578,functional
2410,40340,non functional
57387,178,functional
30199,24392,non functional
32740,173,functional
26875,33841,functional
45291,6552,functional
47362,66101,functional
17336,63800,non functional
8360,45950,functional
40274,62852,non functional
7379,6461,functional
8361,53672,functional
50830,15236,functional
38435,28052,functional
444,68126,functional
30399,14906,non functional
5635,1287,non functional
26264,47390,functional
36075,22949,functional
7471,26336,functional
1362,5250,functional
5186,65989,functional
22044,11517,functional needs repair
26921,18633,functional
50299,1773,non functional
4996,52627,functional
19683,14573,functional
17946,38853,non functional
23658,68936,non functional
4180,27796,functional
39088,72546,non functional
8831,61017,functional
16257,14857,non functional
13597,58764,functional
28515,46586,non functional
9609,52294,functional
51084,6004,functional
2916,8925,functional
47555,5778,non functional
23690,7934,functional
46038,16844,functional
41752,70876,non functional
54440,38620,non functional
56479,24131,functional
31347,36129,functional
54147,1941,functional
34119,4629,functional
41113,72306,non functional
28955,53767,functional needs repair
24769,2482,non functional
25330,31257,functional
11049,35233,functional
20413,14146,non functional
37565,4727,non functional
8760,72652,functional
21428,28412,functional
50778,24381,functional
39245,5694,functional
41775,38530,non functional
48693,40990,functional
26886,4398,functional
24438,14937,non functional
35705,58170,non functional
43311,54423,functional needs repair
33100,4951,functional
19719,73571,functional
2907,36065,functional
57833,60051,non functional
58526,31005,non functional
17986,23662,functional
52605,33110,functional
8507,42345,functional
28703,10095,functional
59050,47750,functional
38742,52175,non functional
55842,55409,functional
8608,45369,non functional
44200,22681,functional needs repair
52565,41446,functional
191,36684,functional
17268,38588,functional needs repair
55841,69198,functional
36572,49770,non functional
12482,43419,functional
32746,58248,functional
3124,26860,functional
3990,2078,functional
8601,8733,non functional
13863,46282,non functional
12995,37327,non functional
44242,52505,functional
57331,68577,non functional
33490,13022,non functional
1699,16040,functional
28635,19530,functional
25119,7209,non functional
22182,40846,functional
37413,28729,non functional
29068,3906,functional
26314,30587,non functional
13693,70501,functional
54829,33885,non functional
12479,52841,functional
7610,22659,non functional
11466,50252,non functional
1154,47870,functional
46001,9038,functional
14359,28459,functional
44944,38344,functional
41145,46355,functional
52217,36359,functional
15683,50008,functional
8567,55368,non functional
16460,22114,non functional
16836,62015,functional
17126,15938,non functional
13556,13593,functional
51831,52515,non functional
25022,4450,functional needs repair
